cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
146673077,PROTAC BRD4 Degrader-5-CO-PEG3-N3,PROTAC BRD4 Degrader-5-CO-PEG3-N3|HY-133736|CS-0130205,1231.9,C58H75ClN12O12S2,316,2220,6.4,85,3,20,34,"InChI=1S/C58H75ClN12O12S2/c1-35-38(4)85-57-50(35)51(41-13-15-43(59)16-14-41)65-45(54-68-67-39(5)71(54)57)30-47(72)61-17-19-77-21-23-79-25-27-81-32-48(73)66-53(58(6,7)8)56(76)70-31-44(83-49(74)33-82-28-26-80-24-22-78-20-18-63-69-60)29-46(70)55(75)64-36(2)40-9-11-42(12-10-40)52-37(3)62-34-84-52/h9-16,34,36,44-46,53H,17-33H2,1-8H3,(H,61,72)(H,64,75)(H,66,73)/t36-,44+,45-,46-,53+/m0/s1",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@H](C)C5=CC=C(C=C5)C6=C(N=CS6)C)OC(=O)COCCOCCOCCN=[N+]=[N-])C(C)(C)C)C7=CC=C(C=C7)Cl)C,WMOYJXQCSDGERS-WVLZNWKQSA-N,"[(3R,5S)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-5-[[(1S)-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]carbamoyl]pyrrolidin-3-yl] 2-[2-[2-(2-azidoethoxy)ethoxy]ethoxy]acetate",NULL,NULL,0,NULL,20200702,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
3706987,"((Oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl) bis(4-methylbenzenesulfonate)","37860-51-8|((Oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl) bis(4-methylbenzenesulfonate)|Bis-Tos-PEG4|Tetraethylene glycol ditosylate|Tetraethylene Glycol Di-p-tosylate|Tetraethylene glycol di(p-toluenesulfonate)|Tos-PEG5-Tos|PROTAC Linker 16|Tetraethylene Glycol Bis(p-toluenesulfonate)|MFCD00075239|2-[2-[2-[2-(4-methylphenyl)sulfonyloxyethoxy]ethoxy]ethoxy]ethyl 4-methylbenzenesulfonate|2-[2-(2-{2-[(4-methylbenzenesulfonyl)oxy]ethoxy}ethoxy)ethoxy]ethyl 4-methylbenzene-1-sulfonate|SCHEMBL1145153|te",502.6,C22H30O9S2,131,650,2.5,33,0,9,16,"InChI=1S/C22H30O9S2/c1-19-3-7-21(8-4-19)32(23,24)30-17-15-28-13-11-27-12-14-29-16-18-31-33(25,26)22-9-5-20(2)6-10-22/h3-10H,11-18H2,1-2H3",CC1=CC=C(C=C1)S(=O)(=O)OCCOCCOCCOCCOS(=O)(=O)C2=CC=C(C=C2)C,SLAONPBUWDUSSO-UHFFFAOYSA-N,2-[2-[2-[2-(4-methylphenyl)sulfonyloxyethoxy]ethoxy]ethoxy]ethyl 4-methylbenzenesulfonate,NULL,Classification|Literature|Names and Identifiers|Patents|Safety and Hazards,5,NULL,20050910,"001Chemical|A2B Chem|AA BLOCKS|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Accela ChemBio Inc.|Acorn PharmaTech Product List|Activate Scientific|AEchem Scientific Corp., USA|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Ambeed|Ambinter|Angene Chemical|Anward|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|BePharm Ltd.|Biosynth Carbosynth|BLD Pharm|BOC Sciences|BroadPharm|Chem-Space.com Database|Chembase.cn|ChemBridge|ChemDB|ChemDiv|Chemieliva Pharmaceu",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
15742132,Tert-Butyl (2-(2-(2-hydroxyethoxy)ethoxy)ethyl)carbamate,139115-92-7|tert-Butyl (2-(2-(2-hydroxyethoxy)ethoxy)ethyl)carbamate|N-Boc-PEG3-alcohol|Boc-NH-PEG3|2-[2-(2-t-Boc-aminoethoxy)ethoxy]ethanol|BocNH-PEG3-OH|NHBoc-PEG3-OH|MFCD07357496|2-[2-(2-t-Boc-aminoethoxy]ethoxy]ethanol|2-[2-[2-(Boc-amino)ethoxy]ethoxy]ethanol|(2-[2-(2-HYDROXY-ETHOXY)-ETHOXY]-ETHYL)-CARBAMIC ACID TERT-BUTYL ESTER|tert-butyl N-[2-[2-(2-hydroxyethoxy)ethoxy]ethyl]carbamate|tert-Butyl {2-[2-(2-hydroxyethoxy)ethoxy]ethyl}carbamate|{2-[2-(2-Hydroxy-ethoxy)-ethoxy]-ethyl}-carbamic acid tert-bu,249.3,C11H23NO5,77,203,-0.1,17,2,5,10,"InChI=1S/C11H23NO5/c1-11(2,3)17-10(14)12-4-6-15-8-9-16-7-5-13/h13H,4-9H2,1-3H3,(H,12,14)",CC(C)(C)OC(=O)NCCOCCOCCO,FMLOTGGIHAYZLW-UHFFFAOYSA-N,tert-butyl N-[2-[2-(2-hydroxyethoxy)ethoxy]ethyl]carbamate,NULL,Classification|Names and Identifiers|Patents|Safety and Hazards,4,NULL,20070212,"001Chemical|3WAY PHARM INC|A&J Pharmtech CO., LTD.|A2B Chem|AA BLOCKS|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|Accela ChemBio Inc.|Achemica|Activate Scientific|AEchem Scientific Corp., USA|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Ambeed|Ambinter|Angel Pharmatech Ltd.|Angene Chemical|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|BePharm Ltd.|BioChemPartner|Biocore|Biosynth Carbosynth|BLD Pharm|BOC Sciences|BroadPharm|Chem-Space.com Database|Chembase.cn|Chemenu Inc.|Chemieliva Pharmaceutical Co., Ltd|",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
137628622,"(2~{S},4~{R})-~{N}-[[2-[2-[4-[[4-[3-Azanyl-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]methyl]phenyl]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2~{S})-2-[(1-fluoranylcyclopropyl)carbonylamino]-3,3-dimethyl-butanoyl]-4-oxidanyl-pyrrolidine-2-carboxamide","(2~{S},4~{R})-~{N}-[[2-[2-[4-[[4-[3-azanyl-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]methyl]phenyl]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2~{S})-2-[(1-fluoranylcyclopropyl)carbonylamino]-3,3-dimethyl-butanoyl]-4-oxidanyl-pyrrolidine-2-carboxamide|FWZ|PROTAC 2|SCHEMBL21902917",920.1,C49H58FN9O6S,228,1630,5.3,66,5,14,16,"InChI=1S/C49H58FN9O6S/c1-30-42(66-29-53-30)33-13-14-34(26-52-45(62)39-24-35(60)28-59(39)46(63)43(48(2,3)4)54-47(64)49(50)16-17-49)41(23-33)65-22-15-31-9-11-32(12-10-31)27-57-18-20-58(21-19-57)38-25-37(55-56-44(38)51)36-7-5-6-8-40(36)61/h5-14,23,25,29,35,39,43,60-61H,15-22,24,26-28H2,1-4H3,(H2,51,56)(H,52,62)(H,54,64)/t35-,39+,43-/m1/s1",CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,UTZVLJZPTDCKCT-XBPZXCMESA-N,"(2S,4R)-N-[[2-[2-[4-[[4-[3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]methyl]phenyl]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",NULL,Biomolecular Interactions and Pathways|Literature|Patents,3,NULL,20190408,Nature Chemical Biology|NCBI Structure|Protein Data Bank in Europe (PDBe)|SureChEMBL,Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development,NULL
20239,"4,7,10-Trioxa-1,13-tridecanediamine","4246-51-9|4,7,10-Trioxa-1,13-tridecanediamine|3,3'-((Oxybis(ethane-2,1-diyl))bis(oxy))bis(propan-1-amine)|Bis-NH2-C1-PEG3|Diethylene Glycol Bis(3-aminopropyl) Ether|3,3'-Oxybis(ethyleneoxy)bis(propylamine)|UNII-95W232H4RT|PROTAC Linker 24|3-[2-[2-(3-aminopropoxy)ethoxy]ethoxy]propan-1-amine|Di(3-aminopropyl) ether of diethylene glycol|DIETHYLENE GLYCOL, DI(3-AMINOPROPYL) ETHER|1-Propanamine, 3,3'-[oxybis(2,1-ethanediyloxy)]bis-|3,3'-[OXYBIS(ETHANE-2,1-DIYLOXY)]DIPROPAN-1-AMINE|95W232H4RT|3,3'-(Oxybis(2,1-et",220.31,C10H24N2O3,79.7,103,-1.4,15,2,5,12,InChI=1S/C10H24N2O3/c11-3-1-5-13-7-9-15-10-8-14-6-2-4-12/h1-12H2,C(CN)COCCOCCOCCCN,JCEZOHLWDIONSP-UHFFFAOYSA-N,3-[2-[2-(3-aminopropoxy)ethoxy]ethoxy]propan-1-amine,NULL,Biological Test Results|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Safety and Hazards|Toxicity|Use and Manufacturing|Biological Test Results: Active,10,651631|651632|651633|651634|720516|720552|720634|720635|720637|720674|720675|720678|720679|720680|720681|720682|720683|720684|720685|720686|720687|720691|720692|720693|720719|720725|743012|743014|743015|743033|743035|743036|743040|743041|743042|743053|743054|743063|743064|743065|743066|743067|743069|743074|743075|743077|743078|743079|743080|743081|743083|743084|743085|743086|743091|743094|743122|743139|743140|743191|743194|743199|743202|743203|743209|743210|743211|743212|743213|743215|743217|743218|743219|7,20050327,"001Chemical|3B Scientific (Wuhan) Corp|3WAY PHARM INC|A&J Pharmtech CO., LTD.|A2B Chem|AA BLOCKS|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Achemica|Achemtek|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Amadis Chemical|Ambeed|AN PharmaTech|Angene Chemical|Anward|Ark Pharm, Inc.|BePharm Ltd.|Biosynth Carbosynth|BLD Pharm|BOC Sciences|BroadPharm|Chem-Space.com Database|Chembase.cn|ChEMBL|ChemDB|Chemenu Inc.|ChemExper Chemical Directory|ChemIDplus|Chemieliv",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
95875,2-[2-(2-Aminoethoxy)ethoxy]ethanol,"6338-55-2|2-[2-(2-aminoethoxy)ethoxy]ethanol|2-(2-(2-Aminoethoxy)ethoxy)ethanol|Amino-PEG3-alcohol|NH2-PEG3|Ethanol, 2-[2-(2-aminoethoxy)ethoxy]-|PROTAC Linker 35|MFCD07367495|H2N-PEG3-OH|CHEMBL3092861|2-(2-(2-aminoethoxy)ethoxy)ethan-1-ol|Ethanol, 2-(2-(2-aminoethoxy)ethoxy)-|triglycolamine|NSC40760|Amino-PEG3|Amino-?PEG3-?alcohol|ACMC-209nf8|Triethylene glycol monoamine|8-Amino-3,6-dioxaoctanol|(PEO)3-MONO-AMINE|SCHEMBL313703|8-Amino-3,6-dioxaoctane-1-ol|AMY4573|DTXSID00884261|ZINC1672249|ANW-34626|BDBM50",149.19,C6H15NO3,64.7,61,-1.8,10,2,4,7,"InChI=1S/C6H15NO3/c7-1-3-9-5-6-10-4-2-8/h8H,1-7H2",C(COCCOCCO)N,ASDQMECUMYIVBG-UHFFFAOYSA-N,2-[2-(2-aminoethoxy)ethoxy]ethanol,NULL,Biological Test Results|Classification|Literature|Names and Identifiers|Patents|Safety and Hazards|Use and Manufacturing,7,1056630|1056631|1056632|1056633|1056634|1056635|1056636|1056637|1056638|1056639|1056640|1056641|1056642|1056643,20050326,"001Chemical|3B Scientific (Wuhan) Corp|3WAY PHARM INC|A&J Pharmtech CO., LTD.|A2B Chem|A2Z Chemical|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Accela ChemBio Inc.|Achemica|Achemtek|AEchem Scientific Corp., USA|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Allbio Pharm Co., Ltd|Ambeed|Ambinter|Angel Pharmatech Ltd.|Angene Chemical|Anward|Apexmol|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BePharm Ltd.|BindingDB|Bio",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
146681264,FKBP12 Ligand,FKBP12 Ligand|2230613-03-1|BCP31484|AP1867-2-(carboxymethoxy);PROTAC FKBP12-binding moiety 2,693.8,C38H47NO11,139,1050,6.3,50,1,11,18,"InChI=1S/C38H47NO11/c1-7-26(25-21-33(46-4)36(48-6)34(22-25)47-5)37(42)39-19-11-10-13-28(39)38(43)50-30(27-12-8-9-14-29(27)49-23-35(40)41)17-15-24-16-18-31(44-2)32(20-24)45-3/h8-9,12,14,16,18,20-22,26,28,30H,7,10-11,13,15,17,19,23H2,1-6H3,(H,40,41)",CCC(C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCCC2C(=O)OC(CCC3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4OCC(=O)O,UYXSZUBFOQLRNQ-UHFFFAOYSA-N,"2-[2-[3-(3,4-dimethoxyphenyl)-1-[1-[2-(3,4,5-trimethoxyphenyl)butanoyl]piperidine-2-carbonyl]oxypropyl]phenoxy]acetic acid",NULL,NULL,0,NULL,20200804,BioChemPartner,Chemical Vendors,NULL
46916268,"4-(4-((2,4-Dioxothiazolidin-5-ylidene)methyl)-2-methoxyphenoxy)-3-(trifluoromethyl)benzonitrile","E3 ligase Ligand 5|4-(4-((2,4-Dioxothiazolidin-5-ylidene)methyl)-2-methoxyphenoxy)-3-(trifluoromethyl)benzonitrile|1264754-13-3|1055361-35-7|PROTAC ERRalpha ligand 1|CHEMBL1671971|E3L-4133|4-[4-[(Z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy]-3-(trifluoromethyl)benzonitrile|4-{4-[(Z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy}-3-(trifluoromethyl)benzonitrile|4-{4-[(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy}-3-(trifluoromethyl)benzonitrile|EX-A3298|BDB",420.4,C19H11F3N2O4S,114,733,4.3,29,1,9,4,"InChI=1S/C19H11F3N2O4S/c1-27-15-7-10(8-16-17(25)24-18(26)29-16)2-5-14(15)28-13-4-3-11(9-23)6-12(13)19(20,21)22/h2-8H,1H3,(H,24,25,26)/b16-8-",COC1=C(C=CC(=C1)/C=C\\2/C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C#N)C(F)(F)F,OBBIOCQFTMNSJI-PXNMLYILSA-N,"4-[4-[(Z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy]-3-(trifluoromethyl)benzonitrile",NULL,Biological Test Results|Biomolecular Interactions and Pathways|Classification|Names and Identifiers|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,7,569732|569733|569735|569736|569802|569803|569804|569805|569806|569807|569808|569809|569810|569811|569812|569813|569814|569815|569816|569817|569818|569819|569820|569821|569822|569823|569824|569825|569826|569827|569828|569829|569830|569831|569832|569833|569834|569835|569836|569837|569838|569839|569840|569841|569842|569843|569844|569845|569846|569847|569848|569849|569850|569851|569852|569853|569854|569855|569856|569857|569858|569859|569860|569861|569862|569863|569864|569865|569866|569867|569868|569869|569870|5,20101021,A2B Chem|AA BLOCKS|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|Achemtek|Alichem|Ambeed|Angel Pharmatech Ltd.|BindingDB|BLD Pharm|Chem-Space.com Database|ChEMBL|Chemenu Inc.|ChemShuttle|Combi-Blocks|CSNpharm|DC Chemicals|DiscoveryGate|eNovation Chemicals|Excenen Pharmatech|Google Patents|MedChemexpress MCE|MolPort|MuseChem|NCBI Structure|NextMove Software|PATENTSCOPE (WIPO)|SCRIPDB|Smolecule|THE BioTek|ZINC,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
75253234,"4-[4-(2,4-Dioxo-thiazolidin-5-ylidenemethyl)-2-methoxy-phenoxy]-3-trifluoromethyl-benzonitrile","PROTAC ERR|A ligand 1|SCHEMBL650141|4-[4-[(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy]-3-(trifluoromethyl)benzonitrile|BCP30247|AKOS030228733|AK314283|DB-106514|4-[4-(2,4-Dioxo-thiazolidin-5-ylidenemethyl)-2-methoxy-phenoxy]-3-trifluoromethyl-benzonitrile",420.4,C19H11F3N2O4S,114,733,4.3,29,1,9,4,"InChI=1S/C19H11F3N2O4S/c1-27-15-7-10(8-16-17(25)24-18(26)29-16)2-5-14(15)28-13-4-3-11(9-23)6-12(13)19(20,21)22/h2-8H,1H3,(H,24,25,26)",COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C#N)C(F)(F)F,OBBIOCQFTMNSJI-UHFFFAOYSA-N,"4-[4-[(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-2-methoxyphenoxy]-3-(trifluoromethyl)benzonitrile",NULL,Literature|Patents,2,NULL,20140708,"AKos Consulting & Solutions|Angel Pharmatech Ltd.|Angene Chemical|Ark Pharm, Inc.|BioChemPartner|BOC Sciences|Debye Scientific Co., Ltd|Google Patents|IBM|King Scientific|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
134694956,Cl-C6-PEG4-O-CH2COOH,"Cl-C6-PEG4-O-CH2COOH|1799506-30-1|PROTAC Linker 4|AKOS037653335|HY-112496|CS-0046142|21-Chloro-3,6,9,12,15-pentaoxahenicosan-1-oic acid",370.9,C16H31ClO7,83.4,267,1.1,24,1,7,20,"InChI=1S/C16H31ClO7/c17-5-3-1-2-4-6-20-7-8-21-9-10-22-11-12-23-13-14-24-15-16(18)19/h1-15H2,(H,18,19)",C(CCCCl)CCOCCOCCOCCOCCOCC(=O)O,JKRQJQUHILRKGV-UHFFFAOYSA-N,2-[2-[2-[2-[2-(6-chlorohexoxy)ethoxy]ethoxy]ethoxy]ethoxy]acetic acid,NULL,NULL,NA,NULL,20180824,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|Biosynth Carbosynth|BLD Pharm|BOC Sciences|Chem-Space.com Database|Chemenu Inc.|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
137628626,"(2~{S},4~{R})-~{N}-[[2-[2-[2-[2-[4-[3-Azanyl-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]ethoxy]ethoxy]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2~{S})-2-[(1-fluoranylcyclopropyl)carbonylamino]-3,3-dimethyl-butanoyl]-4-oxidanyl-pyrrolidine-2-carboxamide","(2~{S},4~{R})-~{N}-[[2-[2-[2-[2-[4-[3-azanyl-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]ethoxy]ethoxy]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2~{S})-2-[(1-fluoranylcyclopropyl)carbonylamino]-3,3-dimethyl-butanoyl]-4-oxidanyl-pyrrolidine-2-carboxamide|PROTAC 1|SCHEMBL21902924|FX8",918.1,C46H60FN9O8S,246,1560,3.2,65,5,16,20,"InChI=1S/C46H60FN9O8S/c1-29-39(65-28-50-29)30-9-10-31(26-49-42(59)36-24-32(57)27-56(36)43(60)40(45(2,3)4)51-44(61)46(47)11-12-46)38(23-30)64-22-21-63-20-19-62-18-17-54-13-15-55(16-14-54)35-25-34(52-53-41(35)48)33-7-5-6-8-37(33)58/h5-10,23,25,28,32,36,40,57-58H,11-22,24,26-27H2,1-4H3,(H2,48,53)(H,49,59)(H,51,61)/t32-,36+,40-/m1/s1",CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCOCCOCCN5CCN(CC5)C6=CC(=NN=C6N)C7=CC=CC=C7O,QCULBRPVCWJUKY-OUMVKTTMSA-N,"(2S,4R)-N-[[2-[2-[2-[2-[4-[3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]ethoxy]ethoxy]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",NULL,Biomolecular Interactions and Pathways|Literature|Patents,3,NULL,20190408,Nature Chemical Biology|NCBI Structure|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|SureChEMBL,Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development,NULL
8200,Tetraethylene glycol,"TETRAETHYLENE GLYCOL|112-60-7|Tetraglycol|2,2'-((Oxybis(ethane-2,1-diyl))bis(oxy))diethanol|3,6,9-Trioxaundecane-1,11-diol|HI-Dry|Carbitol, diethyl|Ethanol, 2,2'-[oxybis(2,1-ethanediyloxy)]bis-|Bis[2-(2-hydroxyethoxy)ethyl] ether|PEG-4|MFCD00002879|Tetra(ethylene glycol)|3,6,9-Trioxaundecan-1,11-diol|NSC 1262|2,2'-[oxybis(ethane-2,1-diyloxy)]diethanol|Ethanol, 2,2'-(oxybis(ethyleneoxy))di-|PROTAC Linker 18|2,2'-[oxybis(2,1-ethanediyloxy)]diethanol|HO-PEG4-OH|2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol|Te",194.23,C8H18O5,68.2,78.6,-1.6,13,2,5,10,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",C(COCCOCCOCCO)O,UWHCKJMYHZGTIT-UHFFFAOYSA-N,2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol,NULL,Biological Test Results|Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Food Additives and Ingredients|Identification|Literature|Names and Identifiers|Patents|Safety and Hazards|Toxicity|Use and Manufacturing|Biological Test Results: Active|Biological Test Results: Micromolar,14,155|157|161|165|167|175|248|1469|1479|588513|588514|588515|588516|588526|588527|588532|588533|588534|588535|588536|588537|588541|588543|588544|588545|588546|588547|651631|651632|651633|651634|651741|651743|651749|651751|651777|651778|651838|720516|720552|720634|720635|720636|720637|720653|720659|720674|720675|720678|720679|720680|720681|720682|720683|720684|720685|720686|720687|720691|720692|720693|720719|720725|743012|743014|743015|743033|743035|743036|743040|743041|743042|743053|743054|743063|743064|74306,20050326,"001Chemical|3B Scientific (Wuhan) Corp|3WAY PHARM INC|A&J Pharmtech CO., LTD.|A2B Chem|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Accela ChemBio Inc.|Achemica|Achemtek|Acros Organics|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Aesar|Alfa Chemistry|Alichem|Ambeed|AN PharmaTech|Angene Chemical|Anward|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|BePharm Ltd.|BioCyc|Biosynth Carbosynth|BLD Pharm|BOC Sciences|BroadPharm|ChEBI|Chem-Spac",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per PDB, Protein Data Bank]"
70248,"1,8-Diamino-3,6-dioxaoctane","929-59-9|1,8-Diamino-3,6-dioxaoctane|Amino-PEG2-Amine|1,2-Bis(2-aminoethoxy)ethane|2,2'-(Ethylenedioxy)bis(ethylamine)|Bis-NH2-PEG2|Ethylene Glycol Bis(2-aminoethyl) Ether|3,6-Dioxaoctamethylenediamine|2,2'-[ethane-1,2-diylbis(oxy)]diethanamine|3,6-Dioxaoctane-1,8-diamine|UNII-R41ZT4UF34|2,2'-(Ethane-1,2-diylbis(oxy))diethanamine|2-[2-(2-Aminoethoxy)ethoxy]ethanamine|Ethanamine, 2,2'-[1,2-ethanediylbis(oxy)]bis-|PROTAC Linker 19|H2N-PEG-NH2|R41ZT4UF34|MFCD00040474|2-[2-(2-aminoethoxy)ethoxy]ethylamine|2-[2-",148.2,C6H16N2O2,70.5,53.7,-2,10,2,4,7,InChI=1S/C6H16N2O2/c7-1-3-9-5-6-10-4-2-8/h1-8H2,C(COCCOCCN)N,IWBOPFCKHIJFMS-UHFFFAOYSA-N,2-[2-(2-aminoethoxy)ethoxy]ethanamine,NULL,Biological Test Results|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Safety and Hazards|Use and Manufacturing|Biological Test Results: Active,9,248|651631|651632|651633|651634|720516|720552|720634|720635|720637|720674|720675|720678|720679|720680|720681|720682|720683|720684|720685|720686|720687|720691|720692|720693|720719|720725|743012|743014|743015|743033|743035|743036|743040|743041|743042|743053|743054|743063|743064|743065|743066|743067|743069|743074|743075|743077|743078|743079|743080|743081|743083|743084|743085|743086|743091|743094|743122|743139|743140|743191|743194|743199|743202|743203|743209|743210|743211|743212|743213|743215|743217|743218|7432,20050326,"001Chemical|3B Scientific (Wuhan) Corp|3WAY PHARM INC|A&J Pharmtech CO., LTD.|A2B Chem|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Achemica|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Aesar|Alfa Chemistry|Ambeed|Ambinter|AN PharmaTech|Angene Chemical|Anward|Apexmol|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BLD Pharm|BOC Sciences|Boerchem|BroadPharm|Chem-Space.com Database|Chembase.cn|ChEMBL|ChemDB|Chemenu Inc.|ChemExper Chemical Dire",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
