,Catalog No.,Product Name,Clinical Research Yes/NO,FDA Approved Yes/No,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Compound ID,Well,Rack,Barcode,CID
208,S2699,CH5132799,Yes,,377.42,1007207-67-1,free base,"mTOR,PI3K","CH5132799 inhibits class I PI3Ks, particularly PI3Kα with IC50 of 14 nM; less potent to PI3Kβδγ, while sensitive in PIK3CA mutations cell lines. Phase 1.",N1=C(N=CC(=C1)C2=C3C(=NC(=N2)N4CCOCC4)N(CC3)S(C)(=O)=O)N,31,http://www.selleckchem.com/products/ch5132799.html,PI3K/Akt/mTOR,K06415a,C6,L1200-3,0187217538,49784945
209,S2728,AG-1478 (Tyrphostin AG-1478),,,315.75,153436-53-4,free base,EGFR,"AG-1478 (Tyrphostin AG-1478) is a selective EGFR inhibitor with IC50 of 3 nM, almost no activity on HER2-Neu, PDGFR, Trk, Bcr-Abl and InsR.",C1=C2C(=CC(=C1OC)OC)C(=NC=N2)NC3=CC(=CC=C3)Cl,79,http://www.selleckchem.com/products/ag-1478-tyrphostin-ag-1478.html,Protein Tyrosine Kinase,K02637b,C7,L1200-3,0187217537,2051
210,S2744,CCT137690,,,551.48,1095382-05-0,free base,Aurora Kinase,"CCT137690 is a highly selective inhibitor of Aurora A, Aurora B and Aurora C with IC50 of 15 nM, 25 nM and 19 nM. It has little effect on hERG ion-channel.",C1(=CN=C2C(=C1N3CCN(CC3)CC4C=C(ON=4)C)N=C(N2)C5=CC=C(C=C5)N6CCN(CC6)C)Br,10,http://www.selleckchem.com/products/cct137690.html,Cell Cycle,K06423a,C8,L1200-3,0187217536,25154041
211,S2758,Wortmannin,,,428.43,19545-26-7,free base,"Autophagy,ATM/ATR,PI3K","Wortmannin is a PI3K with IC50 of 3 nM, first described PI3K inhibitors, but little selectivity within the PI3K family. Also blocks autophagosome formation and potently inhibits DNA-PK/ATM with IC50 of 16 nM and 150 nM. Phase 4.",C1(C2C3[C@]([C@H](O1)COC)(C4=C(C(C=3OC=2)=O)[C@@]5(CCC([C@@](C[C@@H]4OC(=O)C)5C)=O)[H])C)=O,200,http://www.selleckchem.com/products/wortmannin.html,PI3K/Akt/mTOR,X02387b,C9,L1200-3,0187217535,312145
212,S2235,Volasertib (BI 6727),Yes,,618.81,755038-65-4,free base,PLK,BI6727 (Volasertib) is a highly potent Plk1 inhibitor with IC50 of 0.87 nM. It shows 6- and 65-fold greater selectivity against Plk2 and Plk3. Phase 2.,[C@H]1(C(N(C2=C(N1C(C)C)N=C(N=C2)NC3=CC=C(C=C3OC)C(N[C@@H]4CC[C@H](CC4)N5CCN(CC5)CC6CC6)=O)C)=O)CC,80,http://www.selleckchem.com/products/BI6727-Volasertib.html,Cell Cycle,K04998b,D1,L1200-3,0187217520,10461508
213,S2783,AZD2014,Yes,,462.54,1009298-59-2,free base,mTOR,AZD2014 is a novel mTOR inhibitor with IC50 of 2.8 nM; highly selective against multiple PI3K isoforms (α/β/γ/δ). Phase 2.,C1=C(N=C2C(=C1)C(=NC(=N2)N3[C@H](COCC3)C)N4[C@H](COCC4)C)C5=CC(=CC=C5)C(NC)=O,82,http://www.selleckchem.com/products/azd2014.html,PI3K/Akt/mTOR,K04331b,D10,L1200-3,0187217529,25262792
214,S2807,Dabrafenib (GSK2118436),Yes,Yes,519.56,1195765-45-7,free base,Raf,"Dabrafenib (GSK2118436) is a mutant BRAFV600 specific inhibitor with IC50 of 0.8 nM, with 4- and 6-fold less potency against B-Raf(wt) and c-Raf, respectively. Phase 3.",C1(C(=CC=CC=1F)F)S(=O)(=O)NC2C(=C(C=CC=2)C3N=C(SC=3C4=NC(=NC=C4)N)C(C)(C)C)F,57,http://www.selleckchem.com/products/dabrafenib-gsk2118436a.html,MAPK,K04339d,D11,L1200-3,0187217530,44462760
215,S2406,Chrysophanic Acid,,,254.24,481-74-3,free base,"mTOR,EGFR","Chrysophanic acid (Chrysophanol), a natural anthraquinone isolated from Dianella longifolia, is a EGFR/mTOR pathway inhibitor.",C1=CC(=C2C(=C1)C(C3=C(C2=O)C(=CC(=C3)C)O)=O)O,10,http://www.selleckchem.com/products/Chrysophanic-acid-Chrysophanol.html,Protein Tyrosine Kinase,N13515b,D2,L1200-3,0187217521,10208
216,S2626,LY2603618,Yes,,436.3,911222-45-2,free base,Chk,LY2603618 is a selective Chk1 inhibitor with potential anti-tumor activity.,C1=C(C(=CC(=C1OC[C@@H]2CNCCO2)NC(NC3=CN=C(C=N3)C)=O)Br)C,29,http://www.selleckchem.com/products/LY2603618-IC-83.html,Cell Cycle,K04319d,D3,L1200-3,0187217522,11955855
217,S2670,A-674563,,,358.44,552325-73-2,free base,"PKA,CDK,Akt","A-674563 is an Akt1 inhibitor with Ki of 11 nM, modest potent to PKA and >30-fold selective for Akt1 over PKC.",C1=CC=CC(=C1)C[C@@H](COC2=CC(=CN=C2)C3=CC4=C(C=C3)NN=C4C)N,200,http://www.selleckchem.com/products/a-674563.html,PI3K/Akt/mTOR,K06405a,D4,L1200-3,0187217523,11314340
218,S2683,CHIR-124,,,419.91,405168-58-3,free base,Chk,"CHIR-124 is a novel and potent Chk1 inhibitor with IC50 of 0.3 nM. It shows 2,000-fold selectivity against Chk2, 500- to 5,000-fold less activity against CDK2/4 and Cdc2.",C1(C(=C(C2=C(N1)C=CC(=C2)Cl)N[C@H]3C4CCN(C3)CC4)C5=NC6=C(N5)C=CC=C6)=O,16,http://www.selleckchem.com/products/chir-124.html,Cell Cycle,K06248b,D5,L1200-3,0187217524,135399748
219,S2700,KX2-391,Yes,,431.53,897016-82-9,free base,Src,"KX2-391 (KX01), the first clinical Src inhibitor (peptidomimetic class) that targets the peptide substrate site of Src, with GI50 of 9-60 nM in cancer cell lines. Phase 1/2.",C1=C(C=CC(=C1)C2=CC=C(N=C2)CC(NCC3=CC=CC=C3)=O)OCCN4CCOCC4,199,http://www.selleckchem.com/products/kx2-391.html,Angiogenesis,K04324c,D6,L1200-3,0187217525,23635314
220,S2729,SB415286,,,359.72,264218-23-7,free base,GSK-3,SB415286 is a potent GSK3α inhibitor with IC50/Ki of 78 nM/31 nM with equally effective inhibition of GSK-3β.,C1(C(=C(C(N1)=O)NC2=CC(=C(C=C2)O)Cl)C3=C(C=CC=C3)[N+](=O)[O-])=O,200,http://www.selleckchem.com/products/sb-415286.html,PI3K/Akt/mTOR,N13516b,D7,L1200-3,0187217526,4210951
221,S2745,CHIR-98014,,,486.31,252935-94-7,free base,GSK-3,"CHIR-98014 is a potent GSK-3α/β inhibitor with IC50 of 0.65 nM/0.58 nM, with the ability to distinguish GSK-3 from its closest homologs Cdc2 and ERK2.",C1=C(C=C(C(=C1)C2=NC(=NC=C2N3C=CN=C3)NCCNC4=CC=C(C(=N4)N)[N+](=O)[O-])Cl)Cl,10,http://www.selleckchem.com/products/chir-98014.html,PI3K/Akt/mTOR,K06424a,D8,L1200-3,0187217527,53396311
222,S2759,CUDC-907,Yes,,508.55,1339928-25-4,free base,"PI3K,HDAC","CUDC-907 is a dual PI3K and HDAC inhibitor for PI3Kα and HDAC1/2/3/10 with IC50 of 19 nM and 1.7 nM/5 nM/1.8 nM/2.8 nM, respectively. Phase 1.",C1=NC(=NC=C1C(NO)=O)N(C)CC2=CC3=C(S2)C(=NC(=N3)C4=CC=C(N=C4)OC)N5CCOCC5,200,http://www.selleckchem.com/products/cudc-907.html,Cytoskeletal Signaling,K06428a,D9,L1200-3,0187217528,54575456
223,S2238,Palomid 529 (P529),Yes,,406.43,914913-88-5,free base,mTOR,"Palomid 529 inhibits both the mTORC1 and mTORC2 complexes, reduces phosphorylation of pAktS473, pGSK3βS9, and pS6 but no effect observed on pMAPK or pAktT308. Phase 1.",C1=C(C=CC(=C1)COC2=C(C=C3C(=C2)OC(C4=C3C=CC(=C4)C(C)O)=O)OC)OC,199,http://www.selleckchem.com/products/Palomid-529-P529.html,PI3K/Akt/mTOR,K06371a,E1,L1200-3,0187217519,11998575
224,S2784,TAK-285,Yes,,547.96,871026-44-7,free base,"EGFR,HER2","TAK-285 is a novel dual HER2 and EGFR(HER1) inhibitor with IC50 of 17 nM and 23 nM, >10-fold selectivity for HER1/2 than HER4, less potent to MEK1/5, c-Met, Aurora B, Lck, CSK etc. Phase 1.",C12=C(C(=NC=N1)NC3=CC=C(C(=C3)Cl)OC4=CC=CC(=C4)C(F)(F)F)N(C=C2)CCNC(=O)CC(O)(C)C,200,http://www.selleckchem.com/products/tak-285.html,Protein Tyrosine Kinase,K06433a,E10,L1200-3,0187217510,11620908
225,S2808,GDC-0068,Yes,,458.0,1001264-89-6,free base,Akt,"GDC-0068 is a highly selective pan-Akt inhibitor targeting Akt1/2/3 with IC50 of 5 nM/18 nM/8 nM, 620-fold selectivity over PKA. Phase 2.",C1CN(CCN1C([C@@H](C2=CC=C(C=C2)Cl)CNC(C)C)=O)C3=C4C(=NC=N3)[C@H](C[C@H]4C)O,200,http://www.selleckchem.com/products/gdc-0068.html,PI3K/Akt/mTOR,K04336c,E11,L1200-3,0187217509,24788740
226,S2475,Imatinib (STI571),Yes,Yes,493.6,152459-95-5,free base,PDGFR,"Imatinib is a multi-target inhibitor of v-Abl, c-Kit and PDGFR with IC50 of 0.6 μM, 0.1 μM and 0.1 μM, respectively.",N1=C(N=C(C=C1)C2=CC=CN=C2)NC3=CC(=CC=C3C)NC(=O)C4=CC=C(C=C4)CN5CCN(CC5)C,10,http://www.selleckchem.com/products/Imatinib(STI571).html,Protein Tyrosine Kinase,K00477c,E2,L1200-3,0187217518,5291
227,S2628,PF-05212384 (PKI-587),Yes,,615.73,1197160-78-3,free base,"mTOR,PI3K","PKI-587 is a highly potent dual inhibitor of PI3Kα, PI3Kγ and mTOR with IC50 of 0.4 nM, 5.4 nM and 1.6 nM, respectively. Phase 2.",N1=C(N=C(N=C1N2CCOCC2)C3=CC=C(C=C3)NC(NC4=CC=C(C=C4)C(N5CCC(CC5)N(C)C)=O)=O)N6CCOCC6,10,http://www.selleckchem.com/products/pki587.html,PI3K/Akt/mTOR,K06400a,E3,L1200-3,0187196042,44516953
228,S2671,AS-252424,,,305.28,900515-16-4,free base,PI3K,"AS-252424 is a novel, potent PI3Kγ inhibitor with IC50 of 30 nM with 30-fold selectivity for PI3Kγ than PI3Kα, and low inhibitory activity towards PI3Kδ/β.",C1(=CC(=C(C=C1)C2OC(=CC=2)/C=C3\SC(NC3=O)=O)O)F,199,http://www.selleckchem.com/products/as-252424.html,PI3K/Akt/mTOR,K00780c,E4,L1200-3,0187217516,11630874
229,S2686,NVP-BSK805 2HCl,,,563.47,1092499-93-8(freebase),hydrochloride,JAK,"NVP-BSK805 is a potent and selective ATP-competitive JAK2 inhibitor with IC50 of 0.5 nM,>20-fold selectivity towards JAK1, JAK3 and TYK2.",C1(=CC=C2C(=C1C3=CC(=C(C(=C3)F)CN4CCOCC4)F)N=C(C=N2)C5=CN(N=C5)C6CCNCC6).Cl.Cl,200,http://www.selleckchem.com/products/nvp-bsk805.html,JAK/STAT,K06380a,E5,L1200-3,0187217515,46398810
230,S2703,GSK1838705A,,,532.57,1116235-97-2,free base,"IGF-1R,ALK","GSK1838705A is a potent IGF-1R inhibitor with IC50 of 2.0 nM, modestly potent to IR and ALK with IC50 of 1.6 nM and 0.5 nM, respectively, and little activity to other protein kinases.",N1=C(N=C2C(=C1NC3=CC=CC(=C3C(=O)NC)F)C=CN2)NC4=C(C=C5C(=C4)N(CC5)C(=O)CN(C)C)OC,200,http://www.selleckchem.com/products/gsk1838705a.html,Protein Tyrosine Kinase,K04355c,E6,L1200-3,0187217514,25182616
231,S2730,Crenolanib (CP-868596),,,443.54,670220-88-9,free base,PDGFR,"Crenolanib (CP-868596) is a potent and selective inhibitor of PDGFRα/β with Kd of 2.1 nM/3.2 nM, also potently inhibits FLT3, sensitive to D842V mutation not V561D mutation, >100-fold more selective for PDGFR than c-Kit, VEGFR-2, TIE-2, FGFR-2, EGFR, erbB2, and Src.",C1=CC(=C2C(=C1)C=CC(=N2)N3C=NC4=C3C=CC(=C4)OCC5(COC5)C)N6CCC(CC6)N,200,http://www.selleckchem.com/products/crenolanib-cp-868596.html,Protein Tyrosine Kinase,K04343c,E7,L1200-3,0187217513,10366136
232,S2746,AZ 628,,,451.52,878739-06-1,free base,Raf,"AZ628 is a new pan-Raf inhibitor for BRAF, BRAFV600E, and c-Raf-1 with IC50 of 105 nM, 34 nM and 29 nM, also inhibits VEGFR2, DDR2, Lyn, Flt1, FMS, etc.",C1(=CC=CC(=C1)C(NC2=CC=C(C(=C2)NC3=CC4=C(C=C3)N=CN(C4=O)C)C)=O)C(C#N)(C)C,199,http://www.selleckchem.com/products/az628.html,MAPK,K05284b,E8,L1200-3,0187217512,11676786
233,S2761,NVP-BVU972,,,340.38,1185763-69-2,free base,c-Met,NVP-BVU972 is a selective and potent Met inhibitor with IC50 of 14 nM.,C1C(=NN2C(C=1)=NC=C2CC3=CC=C4C(=C3)C=CC=N4)C5C=NN(C=5)C,199,http://www.selleckchem.com/products/nvp-bvu972.html,Protein Tyrosine Kinase,K06427a,E9,L1200-3,0187217511,44206063
234,S2243,Degrasyn (WP1130),,,384.27,856243-80-6,free base,"DUB,Bcr-Abl","WP1130 (Degrasyn) is a selective deubiquitinase (DUB: USP5, UCH-L1, USP9x, USP14, and UCH37) inhibitor and also suppresses Bcr/Abl, also a JAK2 transducer (without affecting 20S proteasome) and activator of transcription (STAT).",C1(=CC=CC(=N1)/C=C(/C(N[C@H](C2=CC=CC=C2)CCC)=O)C#N)Br,200,http://www.selleckchem.com/products/WP1130.html,Angiogenesis,K06399a,F1,L1200-3,0187217496,11222830
235,S2788,INCB28060,,,412.42,1029712-80-8,free base,c-Met,"INCB28060 is a novel, ATP-competitive inhibitor of c-MET with IC50 of 0.13 nM, inactive against RONβ, as well as EGFR and HER-3. Phase 1.",C(C1C(=CC(=CC=1)C2C=NC3N(N=2)C(=CN=3)CC4C=C5C=CC=NC(=CC=4)5)F)(=O)NC,10,http://www.selleckchem.com/products/incb28060.html,Protein Tyrosine Kinase,K06434a,F10,L1200-3,0187217505,25145656
236,S2811,INK 128 (MLN0128),Yes,,309.33,1224844-38-5,free base,mTOR,"INK 128 is a potent and selective mTOR inhibitor with IC50 of 1 nM; >200-fold less potent to class I PI3K isoforms, superior in blocking mTORC1/2 and sensitive to pro-invasion genes (vs Rapamycin). Phase 1.",N1=CN=C2C(=C1N)C(=NN2C(C)C)C3=CC4=C(C=C3)OC(=N4)N,200,http://www.selleckchem.com/products/ink128.html,PI3K/Akt/mTOR,K06419a,F11,L1200-3,0187217506,45375953
237,S2542,Phenformin HCl,,Yes,241.72,834-28-6,hydrochloride,AMPK,Phenformin hydrochloride is a hydrochloride salt of phenformin that is an anti-diabetic drug from the biguanide class.,C1(=CC=C(C=C1)CCNC(NC(=N)N)=N).Cl,198,http://www.selleckchem.com/products/Phenformin-hydrochloride.html,PI3K/Akt/mTOR,K06396a,F2,L1200-3,0187217497,13266
238,S2634,DCC-2036 (Rebastinib),Yes,,553.59,1020172-07-9,free base,Bcr-Abl,"DCC-2036 is a conformational control Bcr-Abl inhibitor for Abl1(WT) and Abl1(T315I) with IC50 of 0.8 nM and 4 nM, also inhibits SRC, LYN, FGR, HCK, KDR, FLT3, and Tie-2, and low activity to seen towards c-Kit. Phase 1/2.",C1(=C(C=C(C=C1)OC2=CC(=NC=C2)C(NC)=O)F)NC(NC3N(N=C(C=3)C(C)(C)C)C4=CC5=C(C=C4)N=CC=C5)=O,200,http://www.selleckchem.com/products/dcc-2036.html,Angiogenesis,K04332c,F3,L1200-3,0187217498,25066467
239,S2672,PF-00562271,Yes,,665.66,939791-38-5,benzenesulfonic,FAK,"PF-00562271 is the benzenesulfonate salt of PF-562271, which is a potent, ATP-competitive, reversible inhibitor of FAK with IC50 of 1.5 nM, ~10-fold less potent for Pyk2 than FAK and >100-fold selectivity against other protein kinases, except for some CDKs. Phase 1.",C1(=NC(=C(C=C1)CNC2=C(C=NC(=N2)NC3=CC=C4C(=C3)CC(N4)=O)C(F)(F)F)N(C)S(=O)(C)=O).C5=CC=CC(=C5)S(O)(=O)=O,21,http://www.selleckchem.com/products/pf-00562271.html,Angiogenesis,K06407a,F4,L1200-3,0187217499,16118986
240,S2688,R547,,,441.45,741713-40-6,free base,CDK,"R547 is a potent ATP-competitive inhibitor of CDK1/2/4 with Ki of 2 nM/3 nM/1 nM. It is less potent to CDK7 and GSK3α/β, while inactive to other kinases.",N1=C(N=CC(=C1N)C(C2=C(C(=CC=C2OC)F)F)=O)NC3CCN(CC3)S(=O)(C)=O,135,http://www.selleckchem.com/products/r547.html,Cell Cycle,K06408a,F5,L1200-3,0187217500,6918852
241,S2718,TAK-901,Yes,,504.64,934541-31-8,free base,Aurora Kinase,"TAK-901 is a novel inhibitor of Aurora A/B with IC50 of 21 nM/15 nM. It is not a potent inhibitor of cellular JAK2, c-Src or Abl. Phase 1.",C1N(CCC(C1)NC(C2=C(C3=C(C(=C2)C4=CC(=CC=C4)S(CC)(=O)=O)C5=C(N3)N=CC(=C5)C)C)=O)C,200,http://www.selleckchem.com/products/tak-901.html,Cell Cycle,K04240c,F6,L1200-3,0187217501,16124208
242,S2735,MK-8776 (SCH 900776),Yes,,376.25,891494-63-6,free base,"CDK,Chk",SCH 900776 is a selective Chk1 inhibitor with IC50 of 3 nM. It shows 500-fold selectivity against Chk2. Phase 2.,C12N=C(C(=C(N1N=CC=2C3=CN(N=C3)C)N)Br)[C@H]4CNCCC4,10,http://www.selleckchem.com/products/sch-900776.html,Cell Cycle,K06243b,F7,L1200-3,0187217502,46239015
243,S2747,AMG-458,,,539.58,913376-83-7,free base,c-Met,"AMG 458 is a potent c-Met inhibitor with Ki of 1.2 nM, ~350-fold selectivity for c-Met than VEGFR2 in cells.",N1(N(C(C(=C1C)C(=O)NC2C=CC(=CN=2)OC3C=CN=C4C=C(C=CC=34)OC)=O)C5C=CC=CC=5)CC(C)(C)O,38,http://www.selleckchem.com/products/amg458.html,Protein Tyrosine Kinase,K06421a,F8,L1200-3,0187217503,24764449
244,S2762,Alectinib (CH5424802),Yes,,482.62,1256580-46-7,free base,ALK,"CH5424802 is a potent ALK inhibitor with IC50 of 1.9 nM, sensitive to L1196M mutation and higher selectivity for ALK than PF-02341066, NVP-TAE684 and PHA-E429. Phase 1/2.",C1(=CC=C2C(=C1)NC3=C2C(C4=C(C3(C)C)C=C(C(=C4)CC)N5CCC(CC5)N6CCOCC6)=O)C#N,10,http://www.selleckchem.com/products/ch5424802.html,Protein Tyrosine Kinase,K06426a,F9,L1200-3,0187217504,49806720
245,S2247,"BKM120 (NVP-BKM120, Buparlisib)",Yes,,410.39,944396-07-0,free base,PI3K,"BKM120 is a selective PI3K inhibitor of p110α/β/δ/γ with IC50 of 52 nM/166 nM/116 nM/262 nM, respectively. Reduced potency against VPS34, mTOR, DNAPK, with little activity to PI4Kβ. Phase 1/2.",C1=C(N=CC(=C1C(F)(F)F)C2=NC(=NC(=C2)N3CCOCC3)N4CCOCC4)N,199,http://www.selleckchem.com/products/BKM-120.html,PI3K/Akt/mTOR,K04316b,G1,L1200-3,0187217495,16654980
246,S2789,"Tofacitinib (CP-690550,Tasocitinib)",Yes,,312.37,477600-75-2,free base,JAK,"Tofacitinib is a novel inhibitor of JAK3 with IC50 of 1 nM, 20- to 100-fold less potent against JAK2 and JAK1.",N1=CN=C2C(=C1N(C)[C@H]3CN(CC[C@@H]3C)C(=O)CC#N)C=CN2,198,http://www.selleckchem.com/products/tofacitinib-cp-690550.html,JAK/STAT,K04288b,G10,L1200-3,0187217486,9926791
247,S2814,BYL719,Yes,,441.47,1217486-61-7,free base,PI3K,"BYL719 is a potent and selective PI3Kα inhibitor with IC50 of 5 nM, and minimal effect on PI3Kβ/γ/δ. Phase 1/2.",N1([C@@H](CCC1)C(=O)N)C(=O)NC2SC(=C(N=2)C)C3=CC(=NC=C3)C(C(F)(F)F)(C)C,199,http://www.selleckchem.com/products/byl719.html,PI3K/Akt/mTOR,K04351b,G11,L1200-3,0187217485,56649450
248,S2617,TAK-733,Yes,,504.23,1035555-63-5,free base,MEK,"TAK-733 is a potent and selective MEK allosteric site inhibitor for MEK1 with IC50 of 3.2 nM, inactive to Abl1, AKT3, c-RAF, CamK1, CDK2, c-Met, etc. Phase 1.",N1(C=NC2=C(C1=O)C(=C(C(N2C)=O)F)NC3=CC=C(C=C3F)I)C[C@@H](O)CO,200,http://www.selleckchem.com/products/tak-733.html,MAPK,K06401a,G2,L1200-3,0187217494,24963252
249,S2635,CCT128930,,,341.84,885499-61-6,free base,Akt,"CCT128930 is a potent, ATP-competitive and selective inhibitor of Akt2 with IC50 of 6 nM, 28-fold greater selectivity for Akt2 than the closely related PKA kinase.",N1=CN=C2C(=C1N3CCC(CC3)(N)CC4=CC=C(C=C4)Cl)C=CN2,198,http://www.selleckchem.com/products/cct128930.html,PI3K/Akt/mTOR,K06402a,G3,L1200-3,0187217493,17751819
250,S2673,Trametinib (GSK1120212),Yes,,615.39,871700-17-3,free base,MEK,"Trametinib (GSK1120212) is a highly specific and potent MEK1/2 inhibitor with IC50 of 0.92 nM/1.8 nM, no inhibition of the kinase activities of c-Raf, B-Raf, ERK1/2. Phase 3.",C1(N(C(=C2C(=C1C)N(C(N(C2=O)C3CC3)=O)C4=CC(=CC=C4)NC(C)=O)NC5=CC=C(C=C5F)I)C)=O,162,http://www.selleckchem.com/products/gsk1120212-(jtp-74057).html,MAPK,K04299c,G4,L1200-3,0187217492,11707110
251,S2689,WAY-600,,,494.59,1062159-35-6,free base,mTOR,"WAY-600 is a potent, ATP-competitive and selective inhibitor of mTOR with IC50 of 9 nM; blocks mTORC1/P-S6K(T389) and mTORC2/P-AKT(S473) but not P-AKT(T308); selective for mTOR than PI3Kα (>100-fold) and PI3Kγ (>500-fold). ",C12=C(C=CC(=C1)C3=NC4=C(C(=N3)N5CCOCC5)C=NN4C6CCN(CC6)CC7=CC=CN=C7)NC=C2,44,http://www.selleckchem.com/products/way-600.html,PI3K/Akt/mTOR,K06409a,G5,L1200-3,0187217491,25229526
252,S2719,AMG-900,,,503.58,945595-80-2,free base,Aurora Kinase,"AMG 900 is a potent and highly selective pan-Aurora kinases inhibitor for Aurora A/B/C with IC50 of 5 nM/4 nM /1 nM. It is >10-fold selective for Aurora kinases than p38α, Tyk2, JNK2, Met and Tie2. Phase 1.",C1=CC(=C(N=C1)OC2=CC=C(C=C2)NC3C4=C(C(=NN=3)C5SC=C(C=5)C)C=CC=C4)C6=NC(=NC=C6)N,198,http://www.selleckchem.com/products/amg-900.html,Cell Cycle,K04225b,G6,L1200-3,0187217490,24856041
253,S2736,TG101348 (SAR302503),Yes,,524.68,936091-26-8,free base,JAK,"TG-101348 (SAR302503) is a selective inhibitor of JAK2 with IC50 of 3 nM, 35- and 334-fold more selective for JAK2 versus JAK1 and JAK3. Phase 1/2.",C1(=CC=C(C=C1)NC2=NC(=C(C=N2)C)NC3=CC=CC(=C3)S(NC(C)(C)C)(=O)=O)OCCN4CCCC4,190,http://www.selleckchem.com/products/tg-101348.html,JAK/STAT,K03971d,G7,L1200-3,0187217489,16722836
254,S2749,BGT226 (NVP-BGT226),Yes,,650.6,1245537-68-1,free base,"PI3K,mTOR",NVP-BGT226 is a novel class I PI3K/mTOR inhibitor for PI3Kα/β/γ with IC50 of 4 nM/63 nM/38 nM. Phase 1/2.,C(/C=C\C(=O)O)(=O)O.N1=CC2=C(C3=CC(=CC=C13)C4C=NC(=CC=4)OC)N(C(N2C)=O)C5C=C(C(=CC=5)N6CCNCC6)C(F)(F)F,46,http://www.selleckchem.com/products/nvp-bgt226.html,PI3K/Akt/mTOR,K06425a,G8,L1200-3,0187217488,57336745
255,S2767,3-Methyladenine,,,149.15,5142-23-4,free base,"Autophagy,PI3K","3-Methyladenine is a selective PI3K inhibitor for Vps34 and PI3Kγ with IC50 of 25 μM and 60 μM;  blocks class I PI3K consistently, whereas suppression of class III PI3K is transient, and also blocks autophagosome formation.",N1=CN=C2N(C=NC(=C12)N)C,26,http://www.selleckchem.com/products/3-methyladenine.html,PI3K/Akt/mTOR,Z01018b,G9,L1200-3,0187217487,135398661
256,S2266,Asiatic Acid,,,488.7,464-92-6,free base,p38 MAPK,"Asiatic acid is the aglycone of asiaticoside isolated from the plant Centella asiatica, commonly used in wound healing. ",[C@@H]1([C@@H]([C@]([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3)[C@@]5([C@@](CC4)(CC[C@H]([C@H]5C)C)C(O)=O)[H])C)C)[H])C)[H])(CO)C)O)O,200,http://www.selleckchem.com/products/Asiatic-acid.html,MAPK,K06389a,H1,L1200-3,0187196041,119034
257,S2791,Sotrastaurin,Yes,,438.48,425637-18-9,free base,PKC,"Sotrastaurin is a potent and selective pan-PKC inhibitor, mostly for PKCθ with Ki of 0.22 nM; inactive to PKCζ. Phase 1/2.",N1C(C(=C(C1=O)C2N=C(N=C3C=CC=CC=23)N4CCN(CC4)C)C5=CNC6C=CC=CC5=6)=O,198,http://www.selleckchem.com/products/sotrastaurin-aeb071.html,TGF-beta/Smad,K04293c,H10,L1200-3,0187196043,10296883
258,S2816,Tyrphostin AG 879,,,316.46,148741-30-4,free base,HER2,"Tyrphostin AG 879 potently inhibits HER2/ErbB2 with IC50 of 1 μM, 100- and 500-fold higher selective to ErbB2 than PDGFR and EGFR.",C(/C(=C/C1C=C(C(=C(C=1)C(C)(C)C)O)C(C)(C)C)C#N)(N)=S,113,http://www.selleckchem.com/products/tyrphostin-ag-879-ag-879.html,Protein Tyrosine Kinase,K06436a,H11,L1200-3,0187217482,135419190
259,S2621,AZD5438,Yes,,371.46,602306-29-6,free base,CDK,AZD5438 is a potent inhibitor of CDK1/2/9 with IC50 of 16 nM/6 nM/20 nM. It is less potent to CDK5/6 and also inhibits GSK3β. Phase 1.,C1=C(C=CC(=C1)NC2=NC=CC(=N2)C3=CN=C(N3C(C)C)C)S(=O)(C)=O,199,http://www.selleckchem.com/products/AZD5438.html,Cell Cycle,K04226b,H2,L1200-3,0187217473,16747683
260,S2636,A66,,,393.53,1166227-08-2,free base,PI3K,"A66 is a potent and specific p110α inhibitor with IC50 of 32 nM, >100 fold selectivity for p110α over other class-I PI3K isoforms.",C1SC(=NC=1C2SC(=NC=2C)NC(N3[C@@H](CCC3)C(=O)N)=O)C(C)(C)C,200,http://www.selleckchem.com/products/a66.html,PI3K/Akt/mTOR,K06404a,H3,L1200-3,0187217474,42636535
261,S2679,Flavopiridol HCl,Yes,,438.3,131740-09-5,hydrochloride,CDK,"Flavopiridol competes with ATP to inhibit CDKs including CDK1, CDK2, CDK4 and CDK6 with IC50 of ~ 40 nM. It is 7.5-fold more selective for CDK1/2/4/6 than CDK7. Flavopiridol is initially found to inhibit EGFR and PKA. Phase 1/2.",C1(=C(C(=C2C(=C1O)C(C=C(O2)C3=C(C=CC=C3)Cl)=O)[C@@]4([C@@H](CN(CC4)C)O)[H])O).Cl,200,http://www.selleckchem.com/products/flavopiridol-hydrochloride.html,Cell Cycle,K06417a,H4,L1200-3,0187217475,9910986
262,S2692,TG101209,,,509.67,936091-14-4,free base,"JAK,FLT3,c-RET","TG101209 is a selective JAK2 inhibitor with IC50 of 6 nM, less potent to Flt3 and RET with IC50 of 25 nM and 17 nM, ~30-fold selective for JAK2 than JAK3, sensitive to JAK2V617F and MPLW515L/K mutations.",C1=C(C=C(C=C1)NC2=NC(=NC=C2C)NC3=CC=C(C=C3)N4CCN(CC4)C)S(NC(C)(C)C)(=O)=O,200,http://www.selleckchem.com/products/tg101209.html,JAK/STAT,K04138b,H5,L1200-3,0187217476,16722832
